Probe	Chromosome	Start	End	Strand	10-30um_A	10-30um_B	40-45um_A	40-45um_B	50-55um_A	50-55um_B	60-65um_A	60-65um_B	GV
Defb36	2	152604327	152612729	+	0	0	0	0	0	0	0	0	0
Defb25	2	152622356	152623053	-	0	0	0	0	0	0	0	0	0
Rem1	2	152626951	152635198	+	0	0.011669152	0.003087462	0	0	0	0	0	0
1700030C14Rik	2	152652883	152654330	-	0	0	0	0	0	0	0	0	0
H13	2	152669461	152708670	+	2.7197607	3.088906	3.454162	4.013219	4.686912	4.705849	5.4568954	5.1274705	5.8319316
Mcts2	2	152687148	152687940	+	2.7030466	1.7211338	0.83102167	1.168226	0.34318697	0.5710899	0.41979223	0.3764481	0.1971378
Id1	2	152736251	152737410	+	1.2492565	0.9488731	0.32708994	0.2932798	0.19795194	0.26213166	0.21318415	0.21922213	0.19128287
Cox4i2	2	152754173	152765037	+	3.6141596	4.5975275	1.6641418	2.59039	0.96054506	1.1658475	0.73628026	0.8558904	0.5055711
Bcl2l1	2	152780668	152831728	-	4.1408067	6.3143597	5.885822	7.343004	5.747004	7.9904056	10.071268	8.076539	8.562834
Tpx2	2	152847964	152895321	+	11.720257	12.65062	9.5970125	11.91144	11.037616	12.142492	10.802648	11.368468	12.604584
Mylk2	2	152911352	152923068	+	0.07502406	0.11296261	0.13308623	0.12237893	0.13833307	0.15127233	0.10313837	0.1086534	0.1264573
Foxs1	2	152931898	152933208	-	0.015352334	0.004797615	0	0.003992308	0	0	0	0	0
Dusp15	2	152940995	152951698	-	0.002906833	0	0	0	0.002456558	0	0	0	0
Ttll9	2	152962485	153008482	+	0.034592226	0.043240376	0.049576268	0.05097484	0.043850712	0.051890492	0.03814325	0.0522575	0.080894604
Gm14199	2	152990017	152991631	-	0	0	0	0	0	0	0	0	0
Pdrg1	2	153008890	153015427	-	6.718581	6.130049	7.149747	6.6521935	7.188703	6.5490794	7.397239	7.0103946	6.3371835
Xkr7	2	153031852	153055775	+	0	0	0	0.003861244	0	0	0	0.004078355	0.007440667
BC020535	2	153065955	153081735	+	0.09616097	0.14110607	0.11062014	0.15221193	0.10246507	0.102137946	0.059272695	0.1446935	0.09008941
Hck	2	153108468	153151441	+	0.1346925	0.12026143	0.13364044	0.11258424	0.23172194	0.21338655	0.23641835	0.29860792	0.34471145
Tm9sf4	2	153161303	153210466	+	2.8859353	3.6877644	3.072754	3.8192277	3.7739825	4.0091996	4.3291335	3.8229003	4.1501346
Tspyl3	2	153222380	153225441	-	0	0.002054106	0	0	0	0	0	0.001805425	0.001646934
Plagl2	2	153227759	153241426	-	0.50536615	0.65912694	0.49793673	0.7008975	0.69845986	0.84945655	1.0630755	0.9263487	1.0217721
Pofut1	2	153241533	153270247	+	0.37057716	0.36994344	0.25989622	0.26507527	0.22737283	0.23823808	0.16696578	0.18460831	0.112437814
Kif3b	2	153291413	153333390	+	0.96973485	1.1630592	0.99582714	1.1294484	1.3764323	1.3570728	1.5646793	1.3970134	1.8399693
2500004C02Rik	2	153341157	153346073	-	0.2859202	0.31052878	0.322442	0.30228487	0.3327371	0.21997353	0.16391142	0.23688649	0.19260305
Asxl1	2	153345845	153404007	+	6.5220075	9.899376	9.145163	11.082966	14.232728	15.113229	18.022541	16.127666	19.139711
8430427H17Rik	2	153407462	153529971	-	0.36562148	0.7755624	0.64125246	1.0614195	1.1189033	1.5655898	1.87964	1.4534146	2.1003342
4930404H24Rik	2	153492790	153493841	+	0	0	0	0	0	0	0.028735021	0	0
Commd7	2	153616933	153632781	-	0.8573997	0.8656459	0.86039734	0.77655953	0.7973548	0.6984329	0.7307055	0.7729229	0.49850744
7530422B04Rik	2	153648690	153650286	-	0.3363829	0.20147978	0.0648969	0.109343655	0.03553455	0.072085045	0.07948156	0.030797826	0.04214133
Dnmt3b	2	153649450	153687730	+	1.2751772	1.3833338	1.0181706	1.0404279	1.4257616	1.350691	1.7044326	1.6770853	1.9584988
Mapre1	2	153741274	153773310	+	6.2653413	6.7824755	7.6596117	6.7878084	8.466494	7.7990093	8.147491	8.082468	8.662885
Efcab8	2	153780879	153795182	+	0	0.004299161	0	0	0	0	0	0.003778681	0
Efcab8	2	153798619	153816482	+	0	0	0	0	0	0	0	0	0
Efcab8	2	153842981	153844752	+	0	0	0	0	0	0	0	0	0
Sun5	2	153856188	153871084	-	0	0	0	0	0	0	0	0	0
Bpifb2	2	153875045	153895270	+	0	0	0	0	0	0	0	0	0
Bpifb6	2	153900388	153912795	+	0	0	0	0.003135959	0	0	0	0	0
Bpifb3	2	153918230	153932996	+	0	0	0	0	0	0	0	0	0
Bpifb4	2	153938212	153964101	+	0.003218246	0.006034224	0	0.003347564	0.002719732	0	0	0	0
Bpifa6	2	153974945	154000495	+	0.05121351	0.056014895	0.10586143	0.10654282	0.2813227	0.25104806	0.29647157	0.3340839	0.39457896
Bpifa2	2	154008265	154016079	+	0	0	0	0	0	0	0	0	0
AL732466.1	2	154052269	154058857	+	0	0	0	0	0	0	0	0	0
Bpifa3	2	154130336	154138356	+	0	0	0	0	0	0	0	0	0
Bpifa1	2	154142880	154149219	+	0	0	0	0	0	0	0	0	0
Bpifa5	2	154162607	154168450	+	0	0	0	0	0	0	0	0	0
Bpifb1	2	154190818	154220369	+	0	0.00173892	0	0.001447032	0	0	0	0	0
Bpifb5	2	154223742	154240902	+	0	0	0	0	0	0	0	0.003377037	0
Bpifb9a	2	154257854	154271245	+	0	0	0	0	0	0	0	0	0
Bpifb9b	2	154307227	154320646	+	0	0	0	0	0	0	0	0	0
Cdk5rap1	2	154335380	154373010	-	4.598008	3.9434087	3.917566	3.8134124	3.685162	3.5249512	3.8610196	3.9988565	4.2058535
Snta1	2	154376313	154408099	-	0.42283422	0.5244782	0.43889454	0.49226552	0.5442505	0.5269384	0.73163784	0.66645837	0.6438107
Cbfa2t2	2	154436481	154539356	+	1.4949757	2.1566672	1.8215139	2.184328	2.2180789	2.7142541	2.9413536	2.5889919	2.9843547
Necab3	2	154544399	154558890	-	0.059243258	0.04690101	0.013062337	0.030811908	0.020026535	0.030469228	0.037328463	0.015187389	0.011874989
1700003F12Rik	2	154547085	154550003	+	0	0	0	0	0	0	0	0	0
1700007I08Rik	2	154551776	154553276	+	0	0	0	0	0	0	0	0.003683018	0
E2f1	2	154559407	154569892	-	7.1822567	8.00667	7.680167	7.9985657	7.606684	8.229603	11.076404	8.074972	8.234304
Pxmp4	2	154585758	154603708	-	2.1522996	2.1086764	1.6032194	1.9496926	1.5976852	1.5519638	1.4447145	1.498333	1.1222665
Zfp341	2	154613297	154646821	+	1.0219028	1.9065392	1.3014507	1.9228574	1.3998177	1.9375558	2.0152752	1.880161	2.1263082
Gm14198	2	154630002	154632636	-	0	0.006634675	0	0.011042017	0.017942196	0.006824506	0	0.005831445	0.005319527
Chmp4b	2	154651705	154694785	+	3.5447989	3.8693745	2.5811849	2.8273993	1.9090251	2.135266	2.0223813	2.102738	1.7937542
Gm14216	2	154722352	154738451	-	0.07356326	0.045977138	0.048659116	0.045911547	0.11190265	0.06620969	0.15295938	0.16972575	0.28753445
Raly	2	154791096	154867261	+	18.402794	14.694372	15.341244	14.289927	13.4931755	12.155127	14.342058	11.694549	11.006476
a	2	154791402	155051012	+	3.0990963	2.3727508	2.6933756	1.9879031	2.1316066	1.7654516	2.4490151	1.9388931	1.7557445
Eif2s2	2	154871410	154892935	-	9.500319	9.537397	9.521207	8.519157	9.474038	8.663848	9.233909	9.41637	10.72636
Gm14226	2	155018266	155027104	+	0.06826889	0.0698206	0.059525266	0.054873	0.115387745	0.07979812	0.09971753	0.08182365	0.06997565
Ahcy	2	155059310	155074497	-	9.43561	8.666519	7.9214334	8.84821	7.9740114	7.9319305	7.7175407	7.6448936	5.945422
2310005A03Rik	2	155097789	155100081	-	0	0	0	0	0	0	0	0	0
Itch	2	155133509	155226855	+	1.9507079	2.1293805	1.6845387	1.9250505	1.8368679	1.9364253	1.5615408	1.8203408	1.6413227
Dynlrb1	2	155236533	155250277	+	21.403543	19.398872	13.669384	17.320166	12.794832	13.400925	11.801921	11.889214	12.194952
Map1lc3a	2	155276297	155278073	+	10.182751	11.045539	9.035121	10.170904	8.101336	8.419835	8.713986	8.392956	6.2854924
Pigu	2	155278243	155357430	-	0.61615187	0.61912066	0.57529414	0.7138689	0.8161718	0.7728041	0.8434312	0.82158464	0.96683747
Trp53inp2	2	155381059	155389850	+	2.2512124	3.5988843	2.954113	3.7823184	3.3778977	4.0636725	4.3965077	3.8814194	4.338804
Ncoa6	2	155390656	155473894	-	1.2052598	1.8344878	1.4448521	2.0760555	1.704586	2.2514904	2.236286	2.0305278	2.6332448
Ggt7	2	155490379	155518237	-	0.009249499	0.007707933	0	0.003207057	0.00781673	0.001982118	0	0.003387384	0.00309002
Acss2	2	155517948	155585724	+	0.37825835	0.3657578	0.15654035	0.21372382	0.14142258	0.13941254	0.12915067	0.1376205	0.081377305
4930471I20Rik	2	155547040	155556930	-	0	0	0	0	0	0	0	0	0
Gss	2	155563181	155592810	-	0.4814806	0.31900287	0.25320837	0.2628019	0.20704356	0.19469054	0.21868736	0.20187546	0.19438444
Gm14256	2	155591131	155592851	+	0	0	0	0	0	0	0	0	0
0610038P03Rik	2	155592319	155594955	+	0	0	0	0	0	0	0	0	0
Gm14257	2	155593565	155594475	-	0	0	0.008701395	0	0	0	0.012433062	0	0.006592042
Myh7b	2	155611212	155634307	+	0.12590696	0.12135637	0.07324833	0.089151725	0.049996905	0.06338953	0.061649922	0.06583186	0.03344711
Trpc4ap	2	155634271	155692384	-	3.9538696	3.3830435	4.9302554	3.8018095	6.0036483	4.5700603	8.029125	4.6995783	5.525713
Edem2	2	155701677	155729475	-	10.417985	11.329765	10.643203	12.118261	10.862216	11.401723	10.686814	11.372499	10.144073
Gm17581	2	155735810	155735866	-	0	0	0	0	0	0	0	0	0
Procr	2	155751117	155755471	+	0.004954926	0.003096836	0.003277483	0.002577015	0	0.003185442	0.004683059	0.002721916	0.00248297
Mmp24	2	155775342	155818366	+	0.05372333	0.048351105	0.08670736	0.065940864	0.2578803	0.18926749	0.477291	0.38247705	0.57827115
BC029722	2	155817730	155819426	-	0.31156206	0.3310354	0.20608567	0.175004	0.14218219	0.1682505	0.323914	0.17457505	0.25292623
Eif6	2	155819832	155826925	-	20.149258	20.046877	19.834206	19.938084	21.529043	19.305939	23.619827	22.41769	21.410913
Gm16098	2	155826788	155827953	+	0.07585519	0.007901599	0.075262696	0.006575272	0.010684173	0.040638395	0	0.041669924	0.05068253
Fam83c	2	155827548	155834854	-	0.002533599	0.001583503	0	0.001317703	0	0.00162881	0.00478917	0	0.012696154
Uqcc	2	155846894	155930310	-	2.0812902	1.8128078	1.8139255	1.7024947	2.257012	1.9256897	2.736621	2.569282	3.35916
Gm15557	2	155940728	155942750	+	0	0	0	0	0	0	0	0	0
Gdf5	2	155941023	155945367	-	0	0	0	0	0	0	0	0	0
Cep250	2	155956458	155998900	+	0.862471	1.4412949	1.0504965	1.3810111	1.1445506	1.3571696	1.410235	1.3126367	1.2265754
6430550D23Rik	2	155973279	156007977	-	0.052392833	0.060453404	0.06264691	0.05973833	0.05279188	0.059592128	0.045709055	0.049813665	0.0514995
Ergic3	2	156008045	156018279	+	25.19422	23.320126	19.77826	22.278074	18.236174	17.328611	17.331987	15.966909	13.381192
Fer1l4	2	156019139	156052947	-	0	9.12E-04	0	7.59E-04	0	0	0	8.02E-04	0.001462562
Spag4	2	156065175	156070617	+	0.0020831	0.005207761	0	0.001083402	0	0	0	0.00114432	0
Cpne1	2	156071845	156111959	-	4.597559	5.7108493	5.4346676	5.8615394	5.858074	6.3104386	6.0194497	5.94083	5.839553
Nfs1	2	156078929	156144186	-	4.642453	4.70524	4.0006156	4.5303116	4.1852875	4.118443	4.115201	4.584401	4.3565555
Rbm12	2	156091958	156111978	-	2.86904	3.4198744	3.5228355	3.456153	4.077479	4.10385	4.299917	4.3868647	4.1879764
Romo1	2	156144039	156145797	+	6.021907	5.6245	5.5159507	5.5141797	4.5767736	4.8587203	5.691497	5.594815	5.198182
Rbm39	2	156147239	156180238	-	12.27869	10.378051	10.833932	8.727966	9.201278	8.327812	7.6558647	8.503224	7.905596
Phf20	2	156196466	156309952	+	4.815103	5.411839	5.7795105	5.5582848	7.4479127	6.8861303	9.201804	8.372017	10.818934
Scand1	2	156311847	156312704	-	14.942706	15.5957365	13.865655	12.171097	11.272239	11.686254	10.939866	12.476711	10.557559
4921517L17Rik	2	156312299	156375638	+	0.25943425	0.2399772	0.25397575	0.27390695	0.26309672	0.24183983	0.24274759	0.2864579	0.30291274
Gm14252	2	156332317	156339381	-	0	0	0	0.003255936	0	0	0	0	0
Gm14170	2	156377925	156378968	-	0	0	0	0	0	0	0	0	0
2900097C17Rik	2	156392491	156392829	-	3.562285	4.3044367	3.6719117	3.1496136	2.6592562	3.2825277	2.8898616	2.7722588	2.156998
Epb4.1l1	2	156420909	156543214	+	0.012221405	0.009820794	0.00866139	0.004994195	0.008115077	0.006173314	0.012375901	0.006234102	0.009623878
Gm14225	2	156445033	156447608	-	0	0	0	0	0	0	0	0	0
Gm14224	2	156451906	156455651	-	0	0	0	0	0	0	0	0	0
0610011L14Rik	2	156547584	156568972	+	2.452532	2.3262222	2.0844355	2.1760929	1.9761729	2.0223196	1.75755	1.9757807	1.2973467
Gm14168	2	156571792	156577457	+	0.059547067	0.074434	0.07271626	0.09767436	0.06580711	0.111900784	0.10823046	0.11323142	0.055088706
Gm14169	2	156609206	156613422	-	0	0	0	0	0	0	0	0	0
Dlgap4	2	156613705	156764363	+	4.0665836	6.396845	4.4038415	6.5964313	4.787172	6.345614	5.5113945	5.695018	6.31274
Gm14174	2	156614447	156615448	-	0	0	0	0	0	0	0	0	0
4930405A21Rik	2	156714540	156720909	-	0.18586856	0.17148624	0.11123551	0.12889151	0.20195624	0.22760363	0.33461013	0.2722777	0.83383244
Myl9	2	156775420	156781658	+	0.034641843	0.043302394	0.011457087	0.004504231	0.06587041	0	0.09003805	0.057089947	0.026039133
Gm14230	2	156833049	156839892	-	0.6136253	1.0030435	0.7430877	1.1096295	1.100971	1.3230581	1.3472843	1.3898314	1.3671684
Tgif2	2	156840077	156855570	+	4.9157524	5.863003	5.4500856	5.9590974	6.5822673	6.544191	6.494484	6.6127124	5.987302
5430405H02Rik	2	156852430	156862945	-	0.4277987	0.49230906	0.4581443	0.47324207	0.4017018	0.4190855	0.33372957	0.3208003	0.22118035
4930518I15Rik	2	156856616	156857946	-	0.015121645	0.004725524	0.005001178	0.007864637	0	0.004860731	0	0.008306853	0.007577629
1110008F13Rik	2	156863128	156873563	+	10.252736	9.227482	9.225524	8.478908	8.519412	7.9681716	8.4743595	8.720746	7.660097
Sla2	2	156872457	156887192	-	1.867211	1.7596471	2.4121733	2.1330867	3.183394	2.8371186	3.2839894	3.323348	3.029978
Ndrg3	2	156927345	156992056	-	0.21355449	0.2669437	0.12221166	0.17159358	0.08516769	0.09949722	0.056695834	0.08567803	0.07875793
Dsn1	2	156995265	157007154	-	18.761711	17.402552	19.370333	18.014408	21.056114	18.78971	21.12675	20.91127	21.747368
9830001H06Rik	2	157015799	157079254	-	0.039074033	0.029148031	0.02501215	0.013111012	0.012782467	0.013775519	0.027399763	0.012463399	0.017685562
Gm1332	2	157087055	157096482	+	0	0	0	0	0	0.020186063	0	0	0
Samhd1	2	157097533	157135265	-	2.1149752	2.3502069	1.788907	2.2817588	1.9630295	2.2824016	2.1351032	2.2058465	2.2635236
Rbl1	2	157145893	157204534	-	1.4676222	1.77471	1.7849331	1.7982035	2.1343102	2.118041	2.1171472	2.1539078	2.484852
4922505G16Rik	2	157208550	157279549	-	0.004155019	0.006492231	0.004122565	0.008643958	0.012289886	0.028047541	0.037306886	0.019401234	0.054135308
Rpn2	2	157279017	157326319	+	13.577713	14.183709	11.171913	12.785878	10.602916	10.945801	9.221445	9.454113	8.576365
Ghrh	2	157329497	157347506	-	0.030130105	0.009415679	0	0	0	0	0.014238462	0	0
Manbal	2	157367594	157396763	+	1.3817933	1.6817914	1.3349214	1.564974	1.6210216	1.5428934	1.5723275	1.5980371	1.3256435
Src	2	157418444	157471862	+	0.04144182	0.046046566	0.022843402	0.0323303	0.04669651	0.04736405	0.05222398	0.04932514	0.028843012
Gm14286	2	157544266	157545469	-	0.021688482	0.02711066	0	0	0	0.013943175	0	0	0
Blcap	2	157556362	157571274	-	7.6195207	8.586034	9.364694	9.286202	11.573301	10.013792	12.974491	10.306124	10.571389
Nnat	2	157560078	157562522	+	0	0.05158288	0.04731294	0.025754644	0.09299728	0.045984264	0.062403228	0.02418025	0.02205757
2410019O14Rik	2	157595583	157597320	-	0	0.00999948	0.021165555	0.016642023	0.013520829	0	0.015121291	0.008788887	0.024052044
Ctnnbl1	2	157737401	157891614	+	18.103058	17.222775	20.129656	19.261972	22.297462	20.246004	25.168884	23.619047	25.79622
Vstm2l	2	157914653	157944719	+	0.014766625	0.01845832	0.03418633	0.019199986	0.03743772	0.04746612	0.055825632	0.05272687	0.08879669
Tti1	2	157981803	158028433	-	5.169432	5.2325077	4.009417	4.6799755	5.769287	5.3148446	6.797729	6.0343037	7.8275666
Rprd1b	2	158028497	158132297	+	0.21678467	0.24581887	0.196655	0.22146899	0.1661924	0.20506912	0.1536676	0.17692994	0.12415231
Tgm2	2	158116402	158146436	-	0.039310373	0.03412366	0.023113081	0.01817332	0.012919317	0.012636002	0.014448579	0.017995477	0.015321348
Gm20412	2	158117154	158117905	+	0	0	0	0	0	0	0	0	0
D630003M21Rik	2	158182533	158229222	-	0.01380176	0.006161513	0.003912559	0.003076361	0.004998786	0.01014049	0.033542957	0.014080471	0.01482047
1700060C20Rik	2	158192009	158195742	+	0	0	0	0	0	0	0	0	0
Bpi	2	158258094	158284531	+	0	0.006531332	0	0	0	0	0.004938366	0.002870306	0.002618335
Lbp	2	158306493	158332852	+	0.043745097	0.035152387	0.046848122	0.05742032	0.08450028	0.058924414	0.10631543	0.10985472	0.17119388
9430008C03Rik	2	158355307	158361580	-	0.13654914	0.1639135	0.09032172	0.09130889	0.053119414	0.06549057	0.05735864	0.05357946	0.041273024
Snhg11	2	158375638	158386145	+	0.020077307	0.009595792	0	0.001842712	0	0.002277772	0.005581089	0.00129755	0.002959108
Ralgapb	2	158409848	158499253	+	2.609589	3.5616627	3.2949803	3.7981346	4.5206885	4.794958	5.2271113	5.0167484	6.3785543
Adig	2	158502612	158508198	+	0.049696073	0.023295084	0.09039783	0.06461625	0.16799213	0.1277952	0.2935584	0.20474851	0.3860007
Arhgap40	2	158512796	158550762	+	0	0	0	0	0	0	0	0	0
Gm14204	2	158595472	158610723	-	0	8.50E-04	0	0	0	0	0	0	0
Slc32a1	2	158610767	158615748	+	0	0	0	0	0	0	0	0.001976478	0
Gm14205	2	158610910	158611820	-	0	0	0	0	0	0	0	0	0
Actr5	2	158624888	158639211	+	1.3246449	1.5205803	1.1274501	1.4328878	1.127581	1.1900662	1.2383312	1.2295183	0.93846834
Ppp1r16b	2	158665398	158766334	+	0.010240965	0.010667695	0.011289972	0.00710165	0.006731367	0.006583751	0.012905418	0.013126686	0.023378493
Fam83d	2	158768093	158786637	+	1.4826639	1.9983226	1.9531046	1.8530502	2.175695	2.2289512	2.3712695	2.5237782	1.8903023
Dhx35	2	158794807	158858214	+	0.9907733	1.1885899	1.0441926	1.2877256	1.5726111	1.5054096	1.9224952	1.7728766	1.6689405
Gm14223	2	159911773	159947376	-	0.058395285	0.060828555	0.051501486	0.040494516	0.115149334	0.10011037	0.073588334	0.14970006	0.15606691
4933416E03Rik	2	159947341	159981288	+	0	0	0	0	0	0	0	0.0098192	0
9130015L21Rik	2	160016653	160040619	+	0	0	0	0	0	0	0	0	0
Gm826	2	160311393	160334162	-	0	0.004212775	0	0	0	0	0	0	0
Mafb	2	160363677	160367065	-	0.01781668	0.03155044	0.023570023	0.013899453	0.015056834	0.015272074	0.008419557	0.004893665	0.002976047
Gm14221	2	160568379	160619971	-	0	0	0	0.015393871	0	0.03805666	0.11189756	0.065037765	0.11865675
Gm14222	2	160583357	160585191	+	0.0875083	0.054692805	0.104189746	0.06371724	0.5028808	0.27003685	1.1578965	0.60569954	0.6753117
Top1	2	160645888	160722764	+	4.813586	5.3455586	5.7601714	5.292149	5.8421216	6.145717	6.4798303	5.949745	6.8785014
Plcg1	2	160731300	160775760	+	1.9699115	2.591278	1.7554293	2.2755578	1.8736751	2.1524272	2.007092	2.0010474	1.9620953
Zhx3	2	160743927	160872998	-	1.9579167	3.1562014	2.398701	3.5613327	2.963658	3.7059987	3.2492297	3.291892	3.5507545
Gm16751	2	160840836	160888028	-	0.12534551	0.16041277	0.08291098	0.15211263	0.085752204	0.09593168	0.09026137	0.06885671	0.10468679
Lpin3	2	160880670	160906002	+	1.8606766	1.9478574	1.4614174	1.7399158	1.5010829	1.4764212	1.5345777	1.5638818	1.0375239
Emilin3	2	160906437	160912328	-	0.07941847	0.17372827	0.19511922	0.1947229	0.34037584	0.3865733	0.46108857	0.38797188	0.28853187
Gm14228	2	160925541	160926648	-	0	0	0	0	0	0	0	0	0
Chd6	2	160946978	161109075	-	1.5706853	1.8460864	1.3711977	1.7651069	1.587959	1.8477403	1.5452797	1.6292483	1.8660332
Gm14243	2	161179064	161216577	+	0.032432865	0.037645373	0.006129436	0.019277778	0.039155625	0.038722478	0.039411437	0.055994764	0.12769805
Gm14242	2	161206689	161207280	-	0	0	0	0	0	0	0	0	0
Gm14241	2	161331314	161332253	+	0	0	0	0	0	0	0	0	0
Ptprt	2	161521990	162661147	-	1.1052164	1.5461093	1.1211283	1.4413917	1.0864255	1.3333261	0.94954544	1.0446217	0.91493005
C330008G21Rik	2	162390813	162393945	+	0	0	0	0	0	0	0	0	0
9430021M05Rik	2	162661163	162667109	+	1.8350514	2.7284925	1.8179467	3.142093	1.9969174	2.8011732	1.6472514	2.1035736	1.9189099
Gm14246	2	162679455	162680529	+	0.014799198	0.009249519	0	0.015393871	0.012506766	0.01902833	0	0.008129721	0
Gm14255	2	162867079	162868194	-	0	0	0	0	0	0	0	0	0
Srsf6	2	162931528	162937121	+	4.2216125	4.1433945	3.067809	3.1913786	2.2073865	2.1838207	1.8822082	1.7480506	1.3235153
L3mbtl1	2	162943472	162974522	+	0.050401278	0.07500207	0.11589063	0.122328594	0.13792343	0.14658125	0.17466481	0.1634863	0.18882357
Sgk2	2	162987330	163014127	+	0	0	0	0	0	0	0	0	0
Ift52	2	163017354	163046141	+	2.3991392	3.138102	2.2354853	2.5777316	1.7786211	2.2073407	2.3964925	2.0104375	1.9095393
Mybl2	2	163054687	163084688	+	11.351803	18.198229	15.253195	20.432838	20.104792	23.864452	27.398354	25.34121	26.173716
Gtsf1l	2	163087038	163087783	-	0.16187863	0.14333035	0.16061422	0.15435143	0.22800541	0.29486263	0.21674527	0.2890083	0.19603814
Gm11454	2	163122606	163143959	+	0	0	0	0	0	0	0	0	0
Gm14254	2	163152895	163156106	-	0	0	0	0	0	0	0	0	0
Tox2	2	163203125	163324170	+	0.13315362	0.14055134	0.060674384	0.063096315	0.077519156	0.060872756	0.10067819	0.04551305	0.09934581
Jph2	2	163336242	163397993	-	0.009460356	0.002956368	0.001564411	0.001230063	0.001998731	0	0	0	0.001185173
3230401D17Rik	2	163405822	163424697	-	53.53758	49.318295	57.51786	61.71794	65.87795	61.94673	65.18162	65.96643	72.70715
Gdap1l1	2	163438476	163455324	+	0.027303949	0.026816435	0.023220584	0.020286499	0.009889072	0.012538048	0.018432738	0.019284453	0.035183106
Fitm2	2	163466379	163472629	-	3.1557696	3.8321502	3.4499373	3.666512	3.5566258	3.8602521	3.766635	3.9493186	3.2276163
2310001K24Rik	2	163472545	163473003	+	0	0	0.014502324	0	0	0	0	0	0
R3hdml	2	163492318	163502612	+	3.4679365	3.0758455	2.2938993	2.4303744	1.9434646	2.0402408	2.70385	2.4356465	2.5398943
0610008F07Rik	2	163493807	163541720	-	1.1603564	0.9493845	0.75357366	0.8668331	1.265884	0.98332983	1.5054562	1.2111068	1.1365054
Hnf4a	2	163506808	163572910	+	0.002084394	0	0.005514969	0.008672603	0.007046066	0.00402007	0.011820165	0.010305279	0.015667705
Ttpal	2	163602314	163619013	+	1.2733626	1.3602433	1.3668836	1.4889967	2.4151866	2.0144897	2.9855645	2.8230937	3.5980852
Serinc3	2	163623272	163645131	-	12.9645605	12.205896	9.710961	9.695012	9.558818	8.359979	8.250551	7.573936	6.7370152
0610039K10Rik	2	163644850	163645800	+	0.010581972	0.026454987	0.013999091	0.016510777	0	0.006802979	0.020002719	0.029065248	0.026513733
Pkig	2	163658386	163726158	+	2.6760216	2.6293669	1.8668418	2.0542138	1.4046447	1.5728179	1.3563724	1.317626	1.1501378
Gm16316	2	163685004	163692279	-	0.002965946	0	0	0.001542563	0	0	0	0	0
Ada	2	163726584	163750239	-	5.7002783	4.8696265	4.3191214	4.7502623	4.124859	3.8455856	3.66294	3.7664726	3.6020799
Wisp2	2	163820861	163833146	+	0	0	0	0	0	0	0	0	0.005242113
Kcnk15	2	163853651	163859746	+	0	0	0	0	0	0.003229971	0.009497047	0.00551993	0.00251768
Rims4	2	163859751	163918683	-	0.09329281	0.13182709	0.041586775	0.04219199	0.034278926	0.02998822	0.015334612	0.022282185	0.020326128
